"tuw-robotics/tuw_multi_robot"	""	"https://github.com/tuw-robotics/tuw_multi_robot"	"github"	"master"	"22"	"0"	"3"	"1"	"265"	"6"	"0"	"15"
"tork-a/hakuto"	"ROS package suite for robots at Hakuto, a Google XPRIZE contender"	"https://github.com/tork-a/hakuto"	"github"	"master"	"7"	"0"	"8"	"0"	"128"	"2"	"10"	"5"
"Hacks4ROS/h4r_ev3_ctrl"	"ROS Node for managing EV3 with ROS Control"	"https://github.com/Hacks4ROS/h4r_ev3_ctrl"	"github"	"develop"	"7"	"0"	"11"	"0"	"209"	"4"	"1"	"2"
"ElCarl/pegasus2"	""	"https://github.com/ElCarl/pegasus2"	"github"	"master"	"25"	"0"	"1"	"0"	"207"	"9"	"0"	"6"
"ethz-asl/ethzasl_xsens_driver"	"Driver for xsens IMUs"	"https://github.com/ethz-asl/ethzasl_xsens_driver"	"github"	"master"	"1"	"0"	"20"	"7"	"185"	"10"	"10"	"21"
"PR2/pr2_self_test"	""	"https://github.com/PR2/pr2_self_test"	"github"	"hydro-devel"	"11"	"0"	"1"	"0"	"1057"	"8"	"33"	"46"
"utexas-bwi/bwi"	"ROS packages for building wide intelligence project, University of Texas at Austin"	"https://github.com/utexas-bwi/bwi"	"github"	"master"	"18"	"0"	"9"	"0"	"189"	"9"	"6"	"16"
"crigroup/ensenso"	"Code for using Ensenso camera"	"https://github.com/crigroup/ensenso"	"github"	"kinetic-devel"	"2"	"0"	"5"	"0"	"162"	"3"	"0"	"11"
"turtlebot/turtlebot"	"The turtlebot stack provides all the basic drivers for running and using a TurtleBot."	"https://github.com/turtlebot/turtlebot"	"github"	"kinetic"	"49"	"0"	"19"	"4"	"1131"	"13"	"92"	"56"
"RoverRobotics/rr_openrover_basic"	"If you have purchased the basic version of the OpenRover this code will allow you to communicate with your OpenRover using ROS"	"https://github.com/RoverRobotics/rr_openrover_basic"	"github"	"master"	"3"	"0"	"5"	"1"	"280"	"8"	"10"	"9"
"code-iai/rosjava_jni"	"TBD"	"https://github.com/code-iai/rosjava_jni"	"github"	"master"	"1"	"0"	"0"	"0"	"102"	"3"	"12"	"12"
"UbiquityRobotics/fiducials"	"Simultaneous localization and mapping using fiducial markers."	"https://github.com/UbiquityRobotics/fiducials"	"github"	"kinetic-devel"	"9"	"0"	"17"	"1"	"768"	"10"	"22"	"24"
"jsk-ros-pkg/jsk_pr2eus"	"PR2 euslisp packages"	"https://github.com/jsk-ros-pkg/jsk_pr2eus"	"github"	"master"	"43"	"0"	"25"	"10"	"1455"	"3"	"31"	"49"
"PR2/pr2_plugs"	""	"https://github.com/PR2/pr2_plugs"	"github"	"hydro-devel"	"13"	"0"	"14"	"0"	"398"	"13"	"69"	"26"
"informatik-mannheim/akrobat"	"Control and visualization of a six-legged walking robot based on ROS."	"https://github.com/informatik-mannheim/akrobat"	"github"	"indigo-stable"	"28"	"0"	"0"	"0"	"146"	"5"	"0"	"3"
"ipa320/airbus_coop"	""	"https://github.com/ipa320/airbus_coop"	"github"	"indigo-devel"	"8"	"0"	"3"	"1"	"235"	"4"	"4"	"5"
"mrsp/serow"	"SEROW Framework for Humanoid Robot Walking Estimation"	"https://github.com/mrsp/serow"	"github"	"master"	"5"	"0"	"0"	"0"	"169"	"3"	"0"	"5"
"ros-drivers/joystick_drivers"	"ROS drivers for joysticks"	"https://github.com/ros-drivers/joystick_drivers"	"github"	"master"	"9"	"0"	"22"	"1"	"462"	"7"	"19"	"48"
"ros-drivers/novatel_span_driver"	"Work in progress driver for NovAtel SPAN devices. See: http://wiki.ros.org/novatel_span_driver"	"https://github.com/ros-drivers/novatel_span_driver"	"github"	"master"	"3"	"0"	"10"	"0"	"112"	"4"	"4"	"9"
"fkie/multimaster_fkie"	"ROS stack with FKIE packages for multi-robot (discovering, synchronizing and management GUI)"	"https://github.com/fkie/multimaster_fkie"	"github"	"master"	"19"	"0"	"3"	"0"	"1613"	"13"	"62"	"25"
"ridgeback/ridgeback_robot"	"Robot packages for Ridgeback."	"https://github.com/ridgeback/ridgeback_robot"	"github"	"kinetic-devel"	"2"	"0"	"0"	"0"	"205"	"4"	"14"	"7"
"uf-mil/mil_common"	"Common software packages for MIL repositories"	"https://github.com/uf-mil/mil_common"	"github"	"master"	"14"	"0"	"21"	"0"	"1200"	"42"	"0"	"44"
"leggedrobotics/darknet_ros"	"YOLO ROS: Real-Time Object Detection for ROS"	"https://github.com/leggedrobotics/darknet_ros"	"github"	"master"	"4"	"0"	"76"	"2"	"249"	"5"	"4"	"15"
"RobustFieldAutonomyLab/spin_hokuyo"	"spinning Hokuyo form 3D point cloud"	"https://github.com/RobustFieldAutonomyLab/spin_hokuyo"	"github"	"master"	"3"	"0"	"2"	"0"	"183"	"2"	"1"	"6"
"ros-visualization/rviz"	"ROS 3D Robot Visualizer"	"https://github.com/ros-visualization/rviz"	"github"	"melodic-devel"	"1"	"0"	"149"	"20"	"2031"	"11"	"174"	"135"
"PINTO0309/zumo32u4"	"Zumo32u4(ATmega32u4) + RaspberryPi3(RaspberryPi) + SLAM(CartoGrapher/Gmapping) + RPLiDAR A1M8"	"https://github.com/PINTO0309/zumo32u4"	"github"	"master"	"2"	"0"	"0"	"0"	"186"	"2"	"1"	"2"
"KumarRobotics/ublox"	"A driver for ublox gps"	"https://github.com/KumarRobotics/ublox"	"github"	"master"	"1"	"0"	"18"	"3"	"195"	"2"	"0"	"7"
"uos/uos_tools"	""	"https://github.com/uos/uos_tools"	"github"	"kinetic"	"9"	"0"	"0"	"0"	"165"	"10"	"0"	"17"
"shadow-robot/sr-ros-interface-ethercat"	"ROS driver for the Shadow Robot EtherCAT Hand."	"https://github.com/shadow-robot/sr-ros-interface-ethercat"	"github"	"kinetic-devel"	"18"	"0"	"11"	"7"	"1528"	"31"	"12"	"47"
"SOSVR/base_code-v2"	"Team SOSvr base code, version 2. July 2017"	"https://github.com/SOSVR/base_code-v2"	"github"	"master"	"48"	"0"	"0"	"0"	"126"	"4"	"0"	"11"
"uchile-robotics/uchile_system"	"Manages maqui/bender installation and env configurations"	"https://github.com/uchile-robotics/uchile_system"	"github"	"develop"	"3"	"0"	"5"	"1"	"288"	"7"	"3"	"25"
"UbiquityRobotics/raspicam_node"	"ROS node for camera module of Raspberry Pi"	"https://github.com/UbiquityRobotics/raspicam_node"	"github"	"kinetic"	"5"	"0"	"8"	"1"	"188"	"3"	"7"	"17"
"PR2/pr2_mechanism"	"Infrastructure to control the PR2 robot in a hard realtime control loop."	"https://github.com/PR2/pr2_mechanism"	"github"	"melodic-devel"	"7"	"0"	"19"	"2"	"311"	"18"	"69"	"30"
"whoenig/crazyflie_ros"	"ROS Driver for Bitcraze Crazyflie"	"https://github.com/whoenig/crazyflie_ros"	"github"	"master"	"24"	"0"	"23"	"1"	"221"	"10"	"0"	"14"
"ros-perception/image_pipeline"	"An image processing pipeline for ROS."	"https://github.com/ros-perception/image_pipeline"	"github"	"melodic"	"6"	"0"	"48"	"23"	"868"	"29"	"118"	"97"
"ct2034/dockeROS"	"Simply running ros nodes in docker containers on remote robots."	"https://github.com/ct2034/dockeROS"	"github"	"master"	"1"	"0"	"0"	"0"	"205"	"4"	"7"	"5"
"Kinovarobotics/kinova-ros"	"Official ROS packages for Kinova robotic arms"	"https://github.com/Kinovarobotics/kinova-ros"	"github"	"master"	"129"	"0"	"39"	"6"	"680"	"10"	"6"	"47"
"clearpathrobotics/applanix_driver"	"ROS driver for Applanix hardware"	"https://github.com/clearpathrobotics/applanix_driver"	"github"	"hydro-devel"	"3"	"0"	"1"	"0"	"127"	"7"	"13"	"8"
"ipa320/cob_android"	""	"https://github.com/ipa320/cob_android"	"github"	"indigo_dev"	"3"	"0"	"2"	"1"	"119"	"7"	"5"	"16"
"ros-drivers/velodyne"	" ROS support for Velodyne 3D LIDARs"	"https://github.com/ros-drivers/velodyne"	"github"	"master"	"30"	"0"	"19"	"5"	"563"	"5"	"16"	"55"
"mrpt-ros-pkg/mrpt_navigation"	"ROS nodes wrapping core MRPT functionality: localization, autonomous navigation, rawlogs, etc."	"https://github.com/mrpt-ros-pkg/mrpt_navigation"	"github"	"master"	"19"	"0"	"9"	"1"	"421"	"3"	"22"	"22"
"shadow-robot/sr-ronex"	"Contains ROS packages for RoNeX (Robot Nervous System) "	"https://github.com/shadow-robot/sr-ronex"	"github"	"kinetic-devel"	"16"	"0"	"22"	"0"	"1021"	"11"	"19"	"29"
"chicagoedt/revo_robot"	"Code for EDT's IGVC entry, Revo."	"https://github.com/chicagoedt/revo_robot"	"github"	"development"	"67"	"0"	"10"	"1"	"520"	"4"	"0"	"23"
"uwreact/frc_control"	"ROS metapackage enabling FRC teams to use ROS on their robots"	"https://github.com/uwreact/frc_control"	"github"	"melodic-devel"	"1"	"0"	"24"	"1"	"130"	"5"	"0"	"6"
"ericlavigne/CarND-Capstone-Wolf-Pack"	"ROS-based code to control a real self-driving car. Final project for ""Wolf Pack"" team in Udacity's Self-Driving Car Engineer Nanodegree."	"https://github.com/ericlavigne/CarND-Capstone-Wolf-Pack"	"github"	"master"	"22"	"0"	"22"	"1"	"221"	"36"	"0"	"15"
"robotics-in-concert/rocon_devices"	"A collection of device drivers involved in rocon"	"https://github.com/robotics-in-concert/rocon_devices"	"github"	"develop"	"7"	"0"	"9"	"2"	"165"	"9"	"7"	"8"
"ros2/demos"	""	"https://github.com/ros2/demos"	"github"	"master"	"0"	"6"	"18"	"5"	"432"	"11"	"25"	"37"
"ahornung/humanoid_navigation"	"ROS stack with footstep planning and localization for humanoid robots: http://wiki.ros.org/humanoid_navigation"	"https://github.com/ahornung/humanoid_navigation"	"github"	"indigo-devel"	"14"	"0"	"3"	"1"	"297"	"7"	"5"	"7"
"sourishg/jackal-navigation"	"ROS package for local obstacle avoidance using stereo RGB cameras on the Jackal"	"https://github.com/sourishg/jackal-navigation"	"github"	"master"	"3"	"0"	"1"	"0"	"115"	"3"	"0"	"3"
"jsk-ros-pkg/geneus"	""	"https://github.com/jsk-ros-pkg/geneus"	"github"	"master"	"1"	"0"	"3"	"3"	"137"	"2"	"14"	"6"
"hb0702/Didi_challenge_2017_Python"	"Goal of project was to detect vehicles and pedestrians using Lidar points in real time."	"https://github.com/hb0702/Didi_challenge_2017_Python"	"github"	"master"	"3"	"0"	"0"	"0"	"224"	"18"	"0"	"8"
"tork-a/minas"	""	"https://github.com/tork-a/minas"	"github"	"master"	"31"	"0"	"7"	"1"	"238"	"4"	"21"	"4"
"PX4/Firmware"	"PX4 Autopilot Software"	"https://github.com/PX4/Firmware"	"github"	"master"	"12"	"0"	"396"	"159"	"29449"	"150"	"91"	"451"
"mdalal2020/sawyer_control"	"Python3 ROS Interface to Rethink Sawyer Robots with OpenAI Gym Compatibility "	"https://github.com/mdalal2020/sawyer_control"	"github"	"master"	"1"	"0"	"0"	"0"	"263"	"3"	"0"	"9"
"Mayankm96/airsim_img_publisher"	"ROS Wrapper in C++ for Microsoft AirSim "	"https://github.com/Mayankm96/airsim_img_publisher"	"github"	"master"	"10"	"0"	"0"	"0"	"103"	"2"	"0"	"7"
"OUXT-Polaris/robotx_core"	"core packages in robotx_packages"	"https://github.com/OUXT-Polaris/robotx_core"	"github"	"master"	"58"	"0"	"2"	"0"	"581"	"41"	"0"	"7"
"PR2/pr2_simulator"	""	"https://github.com/PR2/pr2_simulator"	"github"	"kinetic-devel"	"34"	"0"	"15"	"0"	"647"	"17"	"77"	"37"
"ipa320/cob_control"	"The cob_control stack includes packages that are used to do low level control tasks with Care-O-bot hardware over ROS."	"https://github.com/ipa320/cob_control"	"github"	"kinetic_dev"	"5"	"0"	"24"	"2"	"1374"	"7"	"26"	"48"
"Soy-Robotics/roch"	"ros project of Roch from roch_project"	"https://github.com/Soy-Robotics/roch"	"github"	"indigo"	"71"	"0"	"1"	"0"	"115"	"4"	"14"	"9"
"FlexBE/flexbe_app"	"User interface (editor + runtime control) for the FlexBE behavior engine."	"https://github.com/FlexBE/flexbe_app"	"github"	"master"	"3"	"0"	"8"	"1"	"103"	"7"	"14"	"5"
"robomasterhkust/ros_environment"	"ROS packages -- Maintained by Pang Sui, Alex Au, Yang Shaohui. "	"https://github.com/robomasterhkust/ros_environment"	"github"	"master"	"72"	"0"	"0"	"0"	"438"	"5"	"0"	"11"
"ros-drivers/audio_common"	"Common code for working with audio in ROS"	"https://github.com/ros-drivers/audio_common"	"github"	"master"	"6"	"0"	"29"	"4"	"245"	"6"	"31"	"40"
"fzi-forschungszentrum-informatik/schunk_svh_driver"	"Driver package for the SCHUNK SVH Five-Finger-Hand."	"https://github.com/fzi-forschungszentrum-informatik/schunk_svh_driver"	"github"	"master"	"3"	"0"	"3"	"1"	"287"	"2"	"10"	"11"
"ros-geographic-info/open_street_map"	"Experimental packages for ROS access to Open Street Map information"	"https://github.com/ros-geographic-info/open_street_map"	"github"	"master"	"7"	"0"	"3"	"1"	"160"	"3"	"6"	"6"
"mrpt-ros-pkg/mrpt_slam"	"ROS wrappers for SLAM algorithms in MRPT"	"https://github.com/mrpt-ros-pkg/mrpt_slam"	"github"	"master"	"19"	"0"	"4"	"1"	"277"	"3"	"9"	"14"
"roadnarrows-robotics/hekateros"	"RoadNarrows Hekateros Robotic Manipulator ROS Package"	"https://github.com/roadnarrows-robotics/hekateros"	"github"	"master"	"20"	"0"	"2"	"0"	"355"	"6"	"2"	"11"
"husky/husky_robot"	"Robot (Hardware) packages for the Clearpath Husky"	"https://github.com/husky/husky_robot"	"github"	"indigo-devel"	"7"	"0"	"1"	"0"	"303"	"12"	"24"	"19"
"ros/nodelet_core"	"Allows one to create ""nodelets"" -- ROS node-like entities that run within the same process so as to avoid IPC and serialization overhead"	"https://github.com/ros/nodelet_core"	"github"	"indigo-devel"	"10"	"0"	"13"	"5"	"623"	"11"	"92"	"47"
"diogoalmeida/sarafun_folding_assembly"	"ROS package implementing folding assembly functionality for the SARAFun project."	"https://github.com/diogoalmeida/sarafun_folding_assembly"	"github"	"master"	"1"	"0"	"0"	"0"	"121"	"4"	"3"	"3"
"PR2/pr2_common"	""	"https://github.com/PR2/pr2_common"	"github"	"melodic-devel"	"3"	"0"	"21"	"1"	"629"	"18"	"79"	"47"
"mcgill-robotics/ros-interop"	"📶 AUVSI SUAS interoperability ROS client"	"https://github.com/mcgill-robotics/ros-interop"	"github"	"master"	"4"	"0"	"4"	"0"	"143"	"4"	"28"	"5"
"dfki-ric/mir_robot"	"ROS support for the MiR100 Robot"	"https://github.com/dfki-ric/mir_robot"	"github"	"melodic"	"18"	"0"	"3"	"0"	"114"	"5"	"5"	"5"
"AutonomyLab/create_autonomy"	"ROS driver for iRobot Create 1 and 2."	"https://github.com/AutonomyLab/create_autonomy"	"github"	"indigo-devel"	"7"	"0"	"14"	"3"	"137"	"6"	"9"	"7"
"ethz-asl/ethzasl_ptam"	"Modified version of Parallel Tracking and Mapping (PTAM)"	"https://github.com/ethz-asl/ethzasl_ptam"	"github"	"master"	"2"	"0"	"46"	"4"	"134"	"9"	"2"	"15"
"ildoonet/tf-pose-estimation"	"Deep Pose Estimation implemented using Tensorflow with Custom Architectures for fast inference."	"https://github.com/ildoonet/tf-pose-estimation"	"github"	"master"	"1"	"0"	"203"	"6"	"211"	"5"	"0"	"17"
"GigaFlopsis/rc_car_ros"	"ROS package to control an autonomous RC vehicle based on Raspberry Pi3"	"https://github.com/GigaFlopsis/rc_car_ros"	"github"	"swarm-control"	"20"	"0"	"1"	"0"	"146"	"3"	"0"	"6"
"OSLL/slam-constructor"	"SLAM Constructor Framework"	"https://github.com/OSLL/slam-constructor"	"github"	"master"	"6"	"0"	"3"	"0"	"251"	"17"	"5"	"11"
"mavlink/mavros"	"MAVLink to ROS gateway with proxy for Ground Control Station"	"https://github.com/mavlink/mavros"	"github"	"master"	"13"	"0"	"74"	"6"	"1862"	"8"	"82"	"84"
"epfl-lasa/ridgeback_ur5_controller"	"Several controllers to move Ridgeback mobile-robot and UR5 robotic-arm."	"https://github.com/epfl-lasa/ridgeback_ur5_controller"	"github"	"devel"	"8"	"0"	"1"	"0"	"151"	"5"	"0"	"11"
"linorobot/linorobot"	"ROS Compatible ground robots (2WD, 4WD, Ackermann Steering, Mecanum Drive)"	"https://github.com/linorobot/linorobot"	"github"	"master"	"18"	"0"	"1"	"0"	"207"	"5"	"9"	"9"
"ros-industrial-consortium/descartes"	"ROS-Industrial Special Project: Cartesian Path Planner"	"https://github.com/ros-industrial-consortium/descartes"	"github"	"melodic-devel"	"2"	"0"	"29"	"6"	"398"	"9"	"4"	"19"
"csvance/jetson_tensorrt"	"ROS TensorRT Inference Nodes for DIGITS on the Jetson"	"https://github.com/csvance/jetson_tensorrt"	"github"	"master"	"4"	"0"	"4"	"0"	"126"	"2"	"0"	"1"
"RoboSherlock/robosherlock"	""	"https://github.com/RoboSherlock/robosherlock"	"github"	"master"	"1"	"0"	"5"	"3"	"540"	"4"	"1"	"18"
"ros-drivers/flir_ptu"	"ROS driver for FLIR pan-tilt units"	"https://github.com/ros-drivers/flir_ptu"	"github"	"master"	"3"	"0"	"17"	"2"	"166"	"4"	"6"	"20"
"lmiguelvargasf/trajectory_tracking"	"An application to test controllers on mobile robots."	"https://github.com/lmiguelvargasf/trajectory_tracking"	"github"	"master"	"1"	"0"	"2"	"0"	"563"	"2"	"0"	"2"
"tu-darmstadt-ros-pkg/hector_navigation"	"hector_navigation provides packages related to navigation of unmanned vehicles in USAR environments."	"https://github.com/tu-darmstadt-ros-pkg/hector_navigation"	"github"	"catkin"	"10"	"0"	"8"	"2"	"201"	"14"	"0"	"22"
"muralivnv/asl_gremlin_pkg"	"ROS package for online trajectory generation and tracking using nonlinear control law for ground vehicle"	"https://github.com/muralivnv/asl_gremlin_pkg"	"github"	"master"	"10"	"0"	"0"	"0"	"105"	"2"	"2"	"1"
"ipa320/schunk_robots"	""	"https://github.com/ipa320/schunk_robots"	"github"	"indigo_dev"	"52"	"0"	"6"	"1"	"409"	"11"	"3"	"24"
"ipa320/softkinetic"	"This repository holds a ROS driver package for an interactive gesture camera (softkinetic)."	"https://github.com/ipa320/softkinetic"	"github"	"indigo_dev"	"5"	"0"	"12"	"3"	"180"	"8"	"2"	"26"
"robotics-in-concert/rocon_multimaster"	"Key components for ros multimaster systems"	"https://github.com/robotics-in-concert/rocon_multimaster"	"github"	"devel"	"75"	"0"	"22"	"1"	"1132"	"12"	"41"	"18"
"inomuh/evapi_ros"	"ros libraries for electronic control unit of evarobot"	"https://github.com/inomuh/evapi_ros"	"github"	"85rpm"	"19"	"0"	"3"	"0"	"105"	"7"	"58"	"1"
"hrnr/m-explore"	"ROS packages for multi robot exploration"	"https://github.com/hrnr/m-explore"	"github"	"master"	"7"	"0"	"3"	"0"	"237"	"6"	"5"	"4"
"iirob/ati_force_torque"	"Repositry is not used and it is moved to: KITrobotics/ati_force_torque"	"https://github.com/iirob/ati_force_torque"	"github"	"kinetic-devel"	"8"	"0"	"3"	"2"	"101"	"5"	"0"	"8"
"marooncn/plantbot"	"A New ROS-based Robot Platform for Fast Building and Developing"	"https://github.com/marooncn/plantbot"	"github"	"master"	"7"	"0"	"0"	"0"	"106"	"2"	"0"	"3"
"corot/world_canvas"	"ROS framework for storing and accessing semantic information about the world, with an initial emphasis on needs and use cases for mobile robots."	"https://github.com/corot/world_canvas"	"github"	"master"	"4"	"0"	"12"	"0"	"123"	"2"	"1"	"6"
"JdeRobot/RoboticsAcademy"	"Learn Robotics with JdeRobot"	"https://github.com/JdeRobot/RoboticsAcademy"	"github"	"master"	"9"	"0"	"27"	"7"	"790"	"14"	"2"	"39"
"Plymouth-Sailboat/SailBoatROS"	"ROS Nodes for Plymouth Sailboat Project"	"https://github.com/Plymouth-Sailboat/SailBoatROS"	"github"	"master"	"2"	"0"	"0"	"0"	"226"	"5"	"5"	"5"
"vortexntnu/rov-control"	"Complete control system for Vortex' ROV"	"https://github.com/vortexntnu/rov-control"	"github"	"master"	"15"	"0"	"13"	"0"	"1314"	"7"	"0"	"27"
"jsk-ros-pkg/jsk_3rdparty"	""	"https://github.com/jsk-ros-pkg/jsk_3rdparty"	"github"	"master"	"20"	"0"	"5"	"8"	"1801"	"2"	"110"	"46"
"CopterExpress/clever_bundle"	"Репозиторий влит в https://github.com/CopterExpress/clever"	"https://github.com/CopterExpress/clever_bundle"	"github"	"master"	"9"	"0"	"0"	"0"	"134"	"5"	"1"	"6"
"allenh1/p2os"	"P2OS ROS driver for Groovy and later."	"https://github.com/allenh1/p2os"	"github"	"master"	"33"	"0"	"9"	"2"	"196"	"14"	"40"	"10"
"GT-RAIL/rail_object_detection"	"Deep Nets for object detection wrapped in ROS"	"https://github.com/GT-RAIL/rail_object_detection"	"github"	"indigo-devel"	"3"	"0"	"0"	"0"	"100"	"6"	"6"	"7"
"ros-visualization/interactive_marker_twist_server"	"Generic interactive marker server for Twist robots."	"https://github.com/ros-visualization/interactive_marker_twist_server"	"github"	"kinetic-devel"	"1"	"0"	"4"	"1"	"150"	"5"	"4"	"14"
"stereolabs/zed-ros-wrapper"	"ROS wrapper for the ZED SDK"	"https://github.com/stereolabs/zed-ros-wrapper"	"github"	"master"	"12"	"0"	"18"	"0"	"182"	"7"	"10"	"23"
"paulyang1990/toy_code"	""	"https://github.com/paulyang1990/toy_code"	"github"	"master"	"4"	"0"	"0"	"0"	"103"	"2"	"0"	"6"
"frankaemika/franka_ros"	"ROS integration for Franka Emika research robots"	"https://github.com/frankaemika/franka_ros"	"github"	"kinetic-devel"	"14"	"0"	"23"	"1"	"718"	"6"	"11"	"13"
"mikeferguson/robot_calibration"	"Generic calibration for robots"	"https://github.com/mikeferguson/robot_calibration"	"github"	"master"	"6"	"0"	"15"	"0"	"181"	"4"	"16"	"6"
"uos/calvin_robot"	""	"https://github.com/uos/calvin_robot"	"github"	"indigo_catkin"	"38"	"0"	"0"	"0"	"360"	"6"	"2"	"14"
"ROBOTIS-GIT/ROBOTIS-OP3"	"ROS packages for the ROBOTIS OP3"	"https://github.com/ROBOTIS-GIT/ROBOTIS-OP3"	"github"	"master"	"2"	"0"	"0"	"1"	"274"	"10"	"4"	"15"
"hansonrobotics/blender_api_msgs"	"ROS messages for the Humanoid Robot blender animation controller"	"https://github.com/hansonrobotics/blender_api_msgs"	"github"	"master"	"1"	"0"	"0"	"0"	"140"	"4"	"6"	"18"
"ros-industrial/abb_experimental"	"ROS-Industrial ABB experimental meta-package (http://wiki.ros.org/abb_experimental)"	"https://github.com/ros-industrial/abb_experimental"	"github"	"kinetic-devel"	"216"	"0"	"4"	"9"	"134"	"4"	"0"	"18"
"ethz-asl/cuckoo_time_translator"	"algorithms for synchronizing clocks "	"https://github.com/ethz-asl/cuckoo_time_translator"	"github"	"master"	"2"	"0"	"3"	"0"	"138"	"4"	"0"	"8"
"ros-drivers/gscam"	"ROS Camera driver for GStreamer-based video streams."	"https://github.com/ros-drivers/gscam"	"github"	"master"	"8"	"0"	"19"	"7"	"108"	"7"	"7"	"15"
"markusk/minibot"	"My little Raspberry Pi and ROS robot - with python."	"https://github.com/markusk/minibot"	"github"	"master"	"15"	"0"	"0"	"0"	"767"	"2"	"44"	"1"
"ros-interactive-manipulation/pr2_object_manipulation"	"PR2-specific functionality related to pickup and place tasks."	"https://github.com/ros-interactive-manipulation/pr2_object_manipulation"	"github"	"groovy-devel"	"52"	"0"	"12"	"0"	"224"	"5"	"6"	"23"
"ros-perception/laser_filters"	"Assorted filters designed to operate on 2D planar laser scanners, which use the sensor_msgs/LaserScan type."	"https://github.com/ros-perception/laser_filters"	"github"	"indigo-devel"	"10"	"0"	"9"	"7"	"170"	"13"	"60"	"35"
"ros/joint_state_publisher"	"http://wiki.ros.org/joint_state_publisher"	"https://github.com/ros/joint_state_publisher"	"github"	"kinetic-devel"	"6"	"0"	"4"	"3"	"783"	"5"	"3"	"68"
"rosjava/android_core"	"Android libraries for rosjava"	"https://github.com/rosjava/android_core"	"github"	"kinetic"	"1"	"0"	"35"	"3"	"431"	"7"	"10"	"22"
"introlab/find-object"	"Find-Object project"	"https://github.com/introlab/find-object"	"github"	"master"	"5"	"0"	"45"	"0"	"305"	"7"	"6"	"4"
"erlerobot/robot_blockly"	" A simple way to program ROS robots  using blockly."	"https://github.com/erlerobot/robot_blockly"	"github"	"master"	"1"	"0"	"6"	"0"	"240"	"6"	"0"	"18"
"cram-code/cram_physics"	"DEPRECATED. All the commits from here are in the corresponding cram2 repo: https://github.com/cram2/cram_3d_world"	"https://github.com/cram-code/cram_physics"	"github"	"master"	"1"	"0"	"2"	"0"	"1064"	"4"	"2"	"12"
"Texas-Aerial-Robotics/Controls-ROS"	""	"https://github.com/Texas-Aerial-Robotics/Controls-ROS"	"github"	"master"	"6"	"0"	"0"	"0"	"153"	"4"	"0"	"18"
"rosjava/rosjava_core"	"An implementation of ROS in pure Java with Android support."	"https://github.com/rosjava/rosjava_core"	"github"	"kinetic"	"7"	"0"	"73"	"4"	"1257"	"7"	"19"	"23"
"AutonomyLab/ardrone_autonomy"	"ROS driver for Parrot AR-Drone 1.0 and 2.0 quadrocopters"	"https://github.com/AutonomyLab/ardrone_autonomy"	"github"	"indigo-devel"	"3"	"0"	"48"	"5"	"296"	"15"	"10"	"16"
"ros-industrial/industrial_calibration"	"Contains libraries/algorithms for calibration industrial systems"	"https://github.com/ros-industrial/industrial_calibration"	"github"	"kinetic-devel"	"42"	"0"	"16"	"0"	"524"	"6"	"0"	"31"
"ros-planning/moveit_robots"	"MoveIt! configurations for different robots"	"https://github.com/ros-planning/moveit_robots"	"github"	"kinetic-devel"	"84"	"0"	"3"	"3"	"153"	"3"	"10"	"26"
"ros-planning/moveit_tutorials"	"A sphinx-based centralized documentation repo for MoveIt!"	"https://github.com/ros-planning/moveit_tutorials"	"github"	"master"	"14"	"0"	"29"	"4"	"263"	"7"	"0"	"65"
"ros-drivers/camera1394"	"ROS driver for devices supporting the IEEE 1394 Digital Camera (IIDC) protocol. "	"https://github.com/ros-drivers/camera1394"	"github"	"master"	"19"	"0"	"22"	"4"	"108"	"5"	"9"	"10"
"bluesat/owr_software"	"BLUEsat Off World Robotics Rover Backend"	"https://github.com/bluesat/owr_software"	"github"	"master"	"56"	"0"	"34"	"6"	"1382"	"62"	"3"	"50"
"RCPRG-ros-pkg/elektron_robot"	"Stack for controling elektron mobile robot"	"https://github.com/RCPRG-ros-pkg/elektron_robot"	"github"	"master"	"11"	"0"	"0"	"0"	"102"	"3"	"0"	"7"
"olin-robotic-sailing/trans-atlantic-sailboat"	"The home of Olin's multi-year trans-Atlantic sailboat endeavor. (active)"	"https://github.com/olin-robotic-sailing/trans-atlantic-sailboat"	"github"	"master"	"5"	"0"	"1"	"1"	"132"	"11"	"0"	"11"
"DLu/rwi_ros"	"ROS Nodes for running RWI's B21r Robot"	"https://github.com/DLu/rwi_ros"	"github"	"master"	"4"	"0"	"0"	"0"	"100"	"7"	"4"	"3"
"ipa320/cob_navigation"	"Care-O-bot navigation packages"	"https://github.com/ipa320/cob_navigation"	"github"	"indigo_dev"	"27"	"0"	"2"	"2"	"1473"	"14"	"19"	"84"
"utexas-bwi/segbot"	"ROS drivers for controlling Segway-based robots at the University of Texas at Austin"	"https://github.com/utexas-bwi/segbot"	"github"	"master"	"91"	"0"	"15"	"3"	"664"	"11"	"18"	"25"
"dji-sdk/Onboard-SDK-ROS"	"Official ROS packages for DJI onboard SDK. "	"https://github.com/dji-sdk/Onboard-SDK-ROS"	"github"	"3.8"	"1"	"0"	"92"	"14"	"254"	"10"	"26"	"28"
"RCPRG-ros-pkg/elektron_kinectbot"	""	"https://github.com/RCPRG-ros-pkg/elektron_kinectbot"	"github"	"master"	"13"	"0"	"0"	"0"	"102"	"2"	"0"	"5"
